Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
278,"H Su, V Jampani, D Sun, S Maji…","Splatnet: Sparse lattice networks for point cloud processing",2018,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2018/html/Su_SPLATNet_Sparse_Lattice_CVPR_2018_paper.html","https://scholar.google.com/scholar?cites=13061080896686849882&as_sdt=2005&sciodt=0,5&hl=en",11,"2020-10-22 19:32:26","","","","",,,,,278,139.00,56,5,2,"We present a network architecture for processing point clouds that directly operates on a collection of points represented as a sparse set of samples in a high-dimensional lattice. Naively applying convolutions on this lattice scales poorly, both in terms of memory and …"
244,"Y Yang, C Feng, Y Shen, D Tian","Foldingnet: Point cloud auto-encoder via deep grid deformation",2018,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2018/html/Yang_FoldingNet_Point_Cloud_CVPR_2018_paper.html","https://scholar.google.com/scholar?cites=1118180815001029149&as_sdt=2005&sciodt=0,5&hl=en",12,"2020-10-22 19:32:26","","","","",,,,,244,122.00,61,4,2,"Recent deep networks that directly handle points in a point set, eg, PointNet, have been state-of-the-art for supervised learning tasks on point clouds such as classification and segmentation. In this work, a novel end-to-end deep auto-encoder is proposed to address …"
269,"S Shi, X Wang, H Li","Pointrcnn: 3d object proposal generation and detection from point cloud",2019,"… of the IEEE Conference on Computer …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPR_2019/html/Shi_PointRCNN_3D_Object_Proposal_Generation_and_Detection_From_Point_Cloud_CVPR_2019_paper.html","https://scholar.google.com/scholar?cites=7703744261736010068&as_sdt=2005&sciodt=0,5&hl=en",13,"2020-10-22 19:32:26","","","","",,,,,269,269.00,90,3,1,"In this paper, we propose PointRCNN for 3D object detection from raw point cloud. The whole framework is composed of two stages: stage-1 for the bottom-up 3D proposal generation and stage-2 for refining proposals in the canonical coordinates to obtain the final …"
259,"AH Lang, S Vora, H Caesar, L Zhou…","Pointpillars: Fast encoders for object detection from point clouds",2019,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPR_2019/html/Lang_PointPillars_Fast_Encoders_for_Object_Detection_From_Point_Clouds_CVPR_2019_paper.html","https://scholar.google.com/scholar?cites=2548197935459779982&as_sdt=2005&sciodt=0,5&hl=en",14,"2020-10-22 19:32:26","","","","",,,,,259,259.00,52,5,1,"Object detection in point clouds is an important aspect of many robotics applications such as autonomous driving. In this paper, we consider the problem of encoding a point cloud into a format appropriate for a downstream detection pipeline. Recent literature suggests two types …"
200,"X Huang, X Cheng, Q Geng, B Cao…","The apolloscape dataset for autonomous driving",2018,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2018_workshops/w14/html/Huang_The_ApolloScape_Dataset_CVPR_2018_paper.html","https://scholar.google.com/scholar?cites=13317144371933763982&as_sdt=2005&sciodt=0,5&hl=en",15,"2020-10-22 19:32:26","","","","",,,,,200,100.00,40,5,2,"Scene parsing aims to assign a class (semantic) label for each pixel in an image. It is a comprehensive analysis of an image. Given the rise of autonomous driving, pixel-accurate environmental perception is expected to be a key enabling technical piece. However …"
221,"Y Yan, Y Mao, B Li","Second: Sparsely embedded convolutional detection",2018,"Sensors","mdpi.com","https://www.mdpi.com/1424-8220/18/10/3337/htm","https://scholar.google.com/scholar?cites=4653216559674208262&as_sdt=2005&sciodt=0,5&hl=en",16,"2020-10-22 19:32:26","HTML","","","",,,,,221,110.50,74,3,2,"LiDAR-based or RGB-D-based object detection is used in numerous applications, ranging from autonomous driving to robot vision. Voxel-based 3D convolutional networks have been used for some time to enhance the retention of information when processing point cloud …"
185,"Y Xu, T Fan, M Xu, L Zeng…","Spidercnn: Deep learning on point sets with parameterized convolutional filters",2018,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_ECCV_2018/html/Yifan_Xu_SpiderCNN_Deep_Learning_ECCV_2018_paper.html","https://scholar.google.com/scholar?cites=11043116005156708707&as_sdt=2005&sciodt=0,5&hl=en",17,"2020-10-22 19:32:26","","","","",,,,,185,92.50,37,5,2,"Deep neural networks have enjoyed remarkable success for various vision tasks, however it remains challenging to apply CNNs to domains lacking a regular underlying structures such as 3D point clouds. Towards this we propose a novel convolutional architecture, termed …"
171,"W Wang, R Yu, Q Huang…","Sgpn: Similarity group proposal network for 3d point cloud instance segmentation",2018,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2018/html/Wang_SGPN_Similarity_Group_CVPR_2018_paper.html","https://scholar.google.com/scholar?cites=10828175727380616387&as_sdt=2005&sciodt=0,5&hl=en",18,"2020-10-22 19:32:26","","","","",,,,,171,85.50,43,4,2,"Abstract We introduce Similarity Group Proposal Network (SGPN), a simple and intuitive deep learning framework for 3D object instance segmentation on point clouds. SGPN uses a single network to predict point grouping proposals and a corresponding semantic class for …"
155,"Q Huang, W Wang, U Neumann","Recurrent slice networks for 3d segmentation of point clouds",2018,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2018/html/Huang_Recurrent_Slice_Networks_CVPR_2018_paper.html","https://scholar.google.com/scholar?cites=15745594784158675393&as_sdt=2005&sciodt=0,5&hl=en",19,"2020-10-22 19:32:26","","","","",,,,,155,77.50,52,3,2,"Point clouds are an efficient data format for 3D data. However, existing 3D segmentation methods for point clouds either do not model local dependencies or require added computations. This work presents a novel 3D segmentation framework, RSNet, to efficiently …"
242,"JJ Park, P Florence, J Straub…","Deepsdf: Learning continuous signed distance functions for shape representation",2019,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPR_2019/html/Park_DeepSDF_Learning_Continuous_Signed_Distance_Functions_for_Shape_Representation_CVPR_2019_paper.html","https://scholar.google.com/scholar?cites=8180416983543972574&as_sdt=2005&sciodt=0,5&hl=en",20,"2020-10-22 19:32:26","","","","",,,,,242,242.00,61,4,1,"Computer graphics, 3D computer vision and robotics communities have produced multiple approaches to representing 3D geometry for rendering and reconstruction. These provide trade-offs across fidelity, efficiency and compression capabilities. In this work, we introduce …"
162,"Y Shen, C Feng, Y Yang, D Tian","Mining point cloud local structures by kernel correlation and graph pooling",2018,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2018/html/Shen_Mining_Point_Cloud_CVPR_2018_paper.html","https://scholar.google.com/scholar?cites=13054624743274177225&as_sdt=2005&sciodt=0,5&hl=en",21,"2020-10-22 19:32:26","","","","",,,,,162,81.00,41,4,2,"Unlike on images, semantic learning on 3D point clouds using a deep network is challenging due to the naturally unordered data structure. Among existing works, PointNet has achieved promising results by directly learning on point sets. However, it does not take …"
212,"L Mescheder, M Oechsle, M Niemeyer…","Occupancy networks: Learning 3d reconstruction in function space",2019,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPR_2019/html/Mescheder_Occupancy_Networks_Learning_3D_Reconstruction_in_Function_Space_CVPR_2019_paper.html","https://scholar.google.com/scholar?cites=14064961512731216993&as_sdt=2005&sciodt=0,5&hl=en",22,"2020-10-22 19:32:26","","","","",,,,,212,212.00,53,4,1,"With the advent of deep neural networks, learning-based approaches for 3D reconstruction have gained popularity. However, unlike for images, in 3D there is no canonical representation which is both computationally and memory efficient yet allows for …"
157,"BS Hua, MK Tran, SK Yeung","Pointwise convolutional neural networks",2018,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2018/html/Hua_Pointwise_Convolutional_Neural_CVPR_2018_paper.html","https://scholar.google.com/scholar?cites=2469352137681828239&as_sdt=2005&sciodt=0,5&hl=en",23,"2020-10-22 19:32:26","","","","",,,,,157,78.50,52,3,2,"Deep learning with 3D data such as reconstructed point clouds and CAD models has received great research interests recently. However, the capability of using point clouds with convolutional neural network has been so far not fully explored. In this paper, we present a …"
165,"A Garcia-Garcia, S Orts-Escolano, S Oprea…","A survey on deep learning techniques for image and video semantic segmentation",2018,"Applied Soft …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1568494618302813","https://scholar.google.com/scholar?cites=1993179873908817548&as_sdt=2005&sciodt=0,5&hl=en",24,"2020-10-22 19:32:26","","","","",,,,,165,82.50,41,4,2,"Image semantic segmentation is more and more being of interest for computer vision and machine learning researchers. Many applications on the rise need accurate and efficient segmentation mechanisms: autonomous driving, indoor navigation, and even virtual or …"
129,"M Atzmon, H Maron, Y Lipman","Point convolutional neural networks by extension operators",2018,"arXiv preprint arXiv:1803.10091","arxiv.org","https://arxiv.org/abs/1803.10091","https://scholar.google.com/scholar?cites=6536237032480059688&as_sdt=2005&sciodt=0,5&hl=en",25,"2020-10-22 19:32:26","","","","",,,,,129,64.50,43,3,2,"This paper presents Point Convolutional Neural Networks (PCNN): a novel framework for applying convolutional neural networks to point clouds. The framework consists of two operators: extension and restriction, mapping point cloud functions to volumetric functions …"
127,"X He, Y Zhou, Z Zhou, S Bai…","Triplet-center loss for multi-view 3d object retrieval",2018,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2018/html/He_Triplet-Center_Loss_for_CVPR_2018_paper.html","https://scholar.google.com/scholar?cites=5075285565255579388&as_sdt=2005&sciodt=0,5&hl=en",26,"2020-10-22 19:32:26","","","","",,,,,127,63.50,25,5,2,"Most existing 3D object recognition algorithms focus on leveraging the strong discriminative power of deep learning models with softmax loss for the classification of 3D data, while learning discriminative features with deep metric learning for 3D object retrieval is more or …"
131,"N Verma, E Boyer, J Verbeek","Feastnet: Feature-steered graph convolutions for 3d shape analysis",2018,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2018/html/Verma_FeaStNet_Feature-Steered_Graph_CVPR_2018_paper.html","https://scholar.google.com/scholar?cites=18220966840925909139&as_sdt=2005&sciodt=0,5&hl=en",27,"2020-10-22 19:32:26","","","","",,,,,131,65.50,44,3,2,"Convolutional neural networks (CNNs) have massively impacted visual recognition in 2D images, and are now ubiquitous in state-of-the-art approaches. CNNs do not easily extend, however, to data that are not represented by regular grids, such as 3D shape meshes or …"
123,"L Yu, X Li, CW Fu, D Cohen-Or…","Pu-net: Point cloud upsampling network",2018,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2018/html/Yu_PU-Net_Point_Cloud_CVPR_2018_paper.html","https://scholar.google.com/scholar?cites=13363120035792906943&as_sdt=2005&sciodt=0,5&hl=en",28,"2020-10-22 19:32:26","","","","",,,,,123,61.50,25,5,2,"Learning and analyzing 3D point clouds with deep networks is challenging due to the sparseness and irregularity of the data. In this paper, we present a data-driven point cloud upsampling technique. The key idea is to learn multi-level features per point and expand the …"
114,"H Deng, T Birdal, S Ilic","Ppfnet: Global context aware local features for robust 3d point matching",2018,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2018/html/Deng_PPFNet_Global_Context_CVPR_2018_paper.html","https://scholar.google.com/scholar?cites=15068892130716915633&as_sdt=2005&sciodt=0,5&hl=en",29,"2020-10-22 19:32:26","","","","",,,,,114,57.00,38,3,2,"Abstract We present PPFNet-Point Pair Feature NETwork for deeply learning a globally informed 3D local feature descriptor to find correspondences in unorganized point clouds. PPFNet learns local descriptors on pure geometry and is highly aware of the global context …"
152,"W Wu, Z Qi, L Fuxin","Pointconv: Deep convolutional networks on 3d point clouds",2019,"… of the IEEE Conference on Computer …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPR_2019/html/Wu_PointConv_Deep_Convolutional_Networks_on_3D_Point_Clouds_CVPR_2019_paper.html","https://scholar.google.com/scholar?cites=11585958970100977527&as_sdt=2005&sciodt=0,5&hl=en",30,"2020-10-22 19:32:26","","","","",,,,,152,152.00,51,3,1,"Unlike images which are represented in regular dense grids, 3D point clouds are irregular and unordered, hence applying convolution on them can be difficult. In this paper, we extend the dynamic filter to a new convolution operation, named PointConv. PointConv can be …"
115,"C Esteves, C Allen-Blanchette…","Learning so (3) equivariant representations with spherical cnns",2018,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_ECCV_2018/html/Carlos_Esteves_Learning_SO3_Equivariant_ECCV_2018_paper.html","https://scholar.google.com/scholar?cites=13360112200606529500&as_sdt=2005&sciodt=0,5&hl=en",31,"2020-10-22 19:32:26","","","","",,,,,115,57.50,38,3,2,"We address the problem of 3D rotation equivariance in convolutional neural networks. 3D rotations have been a challenging nuisance in 3D classification tasks requiring higher capacity and extended data augmentation in order to tackle it. We model 3D data with multi …"
104,"O Litany, A Bronstein, M Bronstein…","Deformable shape completion with graph convolutional autoencoders",2018,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2018/html/Litany_Deformable_Shape_Completion_CVPR_2018_paper.html","https://scholar.google.com/scholar?cites=5703272484275729970&as_sdt=2005&sciodt=0,5&hl=en",32,"2020-10-22 19:32:26","","","","",,,,,104,52.00,26,4,2,"The availability of affordable and portable depth sensors has made scanning objects and people simpler than ever. However, dealing with occlusions and missing parts is still a significant challenge. The problem of reconstructing a (possibly non-rigidly moving) 3D …"
103,"P Guerrero, Y Kleiman, M Ovsjanikov…","PCPNet Learning Local Shape Properties from Raw Point Clouds",2018,"Computer Graphics …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/cgf.13343","https://scholar.google.com/scholar?cites=10560557495650402199&as_sdt=2005&sciodt=0,5&hl=en",33,"2020-10-22 19:32:26","","","","",,,,,103,51.50,26,4,2,"In this paper, we propose PCPNet, a deep‐learning based approach for estimating local 3D shape properties in point clouds. In contrast to the majority of prior techniques that concentrate on global or mid‐level attributes, eg, for shape classification or semantic …"
140,"Z Chen, H Zhang","Learning implicit fields for generative shape modeling",2019,"Proceedings of the IEEE Conference on …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPR_2019/html/Chen_Learning_Implicit_Fields_for_Generative_Shape_Modeling_CVPR_2019_paper.html","https://scholar.google.com/scholar?cites=17379873456343060326&as_sdt=2005&sciodt=0,5&hl=en",34,"2020-10-22 19:32:26","","","","",,,,,140,140.00,70,2,1,"We advocate the use of implicit fields for learning generative models of shapes and introduce an implicit field decoder, called IM-NET, for shape generation, aimed at improving the visual quality of the generated shapes. An implicit field assigns a value to each point in …"
105,"L Ge, Y Cai, J Weng, J Yuan","Hand pointnet: 3d hand pose estimation using point sets",2018,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2018/html/Ge_Hand_PointNet_3D_CVPR_2018_paper.html","https://scholar.google.com/scholar?cites=3388629643474769380&as_sdt=2005&sciodt=0,5&hl=en",35,"2020-10-22 19:32:26","","","","",,,,,105,52.50,26,4,2,"Abstract Convolutional Neural Network (CNN) has shown promising results for 3D hand pose estimation in depth images. Different from existing CNN-based hand pose estimation methods that take either 2D images or 3D volumes as the input, our proposed Hand …"
145,"H Thomas, CR Qi, JE Deschaud…","Kpconv: Flexible and deformable convolution for point clouds",2019,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_ICCV_2019/html/Thomas_KPConv_Flexible_and_Deformable_Convolution_for_Point_Clouds_ICCV_2019_paper.html","https://scholar.google.com/scholar?cites=3624207554820090870&as_sdt=2005&sciodt=0,5&hl=en",36,"2020-10-22 19:32:26","","","","",,,,,145,145.00,36,4,1,"Abstract We present Kernel Point Convolution (KPConv), a new design of point convolution, ie that operates on point clouds without any intermediate representation. The convolution weights of KPConv are located in Euclidean space by kernel points, and applied to the input …"
114,"M Liang, B Yang, Y Chen, R Hu…","Multi-task multi-sensor fusion for 3d object detection",2019,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPR_2019/html/Liang_Multi-Task_Multi-Sensor_Fusion_for_3D_Object_Detection_CVPR_2019_paper.html","https://scholar.google.com/scholar?cites=14501124345135130835&as_sdt=2005&sciodt=0,5&hl=en",37,"2020-10-22 19:32:26","","","","",,,,,114,114.00,23,5,1,"In this paper we propose to exploit multiple related tasks for accurate multi-sensor 3D object detection. Towards this goal we present an end-to-end learnable architecture that reasons about 2D and 3D object detection as well as ground estimation and depth completion. Our …"
99,"C Wang, B Samari, K Siddiqi","Local spectral graph convolution for point set feature learning",2018,"Proceedings of the European …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_ECCV_2018/html/Chu_Wang_Local_Spectral_Graph_ECCV_2018_paper.html","https://scholar.google.com/scholar?cites=15752307765929826900&as_sdt=2005&sciodt=0,5&hl=en",38,"2020-10-22 19:32:26","","","","",,,,,99,49.50,33,3,2,"Feature learning on point clouds has shown great promise, with the introduction of effective and generalizable deep learning frameworks such as pointnet++. Thus far, however, point features have been abstracted in an independent and isolated manner, ignoring the relative …"
95,"M Jiang, Y Wu, T Zhao, Z Zhao, C Lu","Pointsift: A sift-like network module for 3d point cloud semantic segmentation",2018,"arXiv preprint arXiv:1807.00652","arxiv.org","https://arxiv.org/abs/1807.00652","https://scholar.google.com/scholar?cites=13222788968217881916&as_sdt=2005&sciodt=0,5&hl=en",39,"2020-10-22 19:32:26","","","","",,,,,95,47.50,19,5,2,"Recently, 3D understanding research sheds light on extracting features from point cloud directly, which requires effective shape pattern description of point clouds. Inspired by the outstanding 2D shape descriptor SIFT, we design a module called PointSIFT that encodes …"
72,"X Huang, P Wang, X Cheng, D Zhou…","The apolloscape open dataset for autonomous driving and its application",2019,"IEEE transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8753527/","https://scholar.google.com/scholar?cites=10388502204867247268&as_sdt=2005&sciodt=0,5&hl=en",40,"2020-10-22 19:32:26","","","","",,,,,72,72.00,14,5,1,"Autonomous driving has attracted tremendous attention especially in the past few years. The key techniques for a self-driving car include solving tasks like 3D map construction, self-localization, parsing the driving road and understanding objects, which enable vehicles to …"
95,"N Thomas, T Smidt, S Kearnes, L Yang, L Li…","Tensor field networks: Rotation-and translation-equivariant neural networks for 3d point clouds",2018,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1802.08219","https://scholar.google.com/scholar?cites=17203465718639703739&as_sdt=2005&sciodt=0,5&hl=en",41,"2020-10-22 19:32:26","","","","",,,,,95,47.50,16,6,2,"We introduce tensor field neural networks, which are locally equivariant to 3D rotations, translations, and permutations of points at every layer. 3D rotation equivariance removes the need for data augmentation to identify features in arbitrary orientations. Our network uses …"
91,"A Dai, M Nießner","3dmv: Joint 3d-multi-view prediction for 3d semantic scene segmentation",2018,"Proceedings of the European …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_ECCV_2018/html/Angela_Dai_3DMV_Joint_3D-Multi-View_ECCV_2018_paper.html","https://scholar.google.com/scholar?cites=900449194712306353&as_sdt=2005&sciodt=0,5&hl=en",42,"2020-10-22 19:32:26","","","","",,,,,91,45.50,46,2,2,"We present 3DMV, a novel method for 3D semantic scene segmentation of RGB-D scans using a joint 3D-multi-view prediction network. In contrast to existing methods that either use geometry or RGB data as input for this task, we combine both data modalities in a joint, end …"
84,"S Xie, S Liu, Z Chen, Z Tu","Attentional shapecontextnet for point cloud recognition",2018,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2018/html/Xie_Attentional_ShapeContextNet_for_CVPR_2018_paper.html","https://scholar.google.com/scholar?cites=17382623816602774804&as_sdt=2005&sciodt=0,5&hl=en",43,"2020-10-22 19:32:26","","","","",,,,,84,42.00,21,4,2,"We tackle the problem of point cloud recognition. Unlike previous approaches where a point cloud is either converted into a volume/image or represented independently in a permutation-invariant set, we develop a new representation by adopting the concept of …"
96,"B Wu, X Zhou, S Zhao, X Yue…","Squeezesegv2: Improved model structure and unsupervised domain adaptation for road-object segmentation from a lidar point cloud",2019,"… Conference on Robotics …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8793495/","https://scholar.google.com/scholar?cites=1885005775428737991&as_sdt=2005&sciodt=0,5&hl=en",44,"2020-10-22 19:32:26","","","","",,,,,96,96.00,19,5,1,"Earlier work demonstrates the promise of deep-learning-based approaches for point cloud segmentation; however, these approaches need to be improved to be practically useful. To this end, we introduce a new model SqueezeSegV2. With an improved model structure …"
121,"G Gallego, T Delbruck, G Orchard, C Bartolozzi…","Event-based vision: A survey",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1904.08405","https://scholar.google.com/scholar?cites=10421146810846943200&as_sdt=2005&sciodt=0,5&hl=en",45,"2020-10-22 19:32:26","","","","",,,,,121,121.00,24,5,1,"Event cameras are bio-inspired sensors that work radically different from traditional cameras. Instead of capturing images at a fixed rate, they measure per-pixel brightness changes asynchronously. This results in a stream of events, which encode the time, location …"
99,"CR Qi, O Litany, K He…","Deep hough voting for 3d object detection in point clouds",2019,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_ICCV_2019/html/Qi_Deep_Hough_Voting_for_3D_Object_Detection_in_Point_Clouds_ICCV_2019_paper.html","https://scholar.google.com/scholar?cites=13828261800244123309&as_sdt=2005&sciodt=0,5&hl=en",46,"2020-10-22 19:32:26","","","","",,,,,99,99.00,25,4,1,"Current 3D object detection methods are heavily influenced by 2D detectors. In order to leverage architectures in 2D detectors, they often convert 3D point clouds to regular grids (ie, to voxel grids or to bird's eye view images), or rely on detection in 2D images to propose …"
